country,iso3,seat,dimension,contribution_status,reason,failure_reason,confidence,evidence_count,recommendation
Palestine,PSE,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,7,52.0
Palestine,PSE,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,26.0
Palestine,PSE,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,45.0
Palestine,PSE,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,68.0
Palestine,PSE,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,72.0
Rwanda,RWA,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,20.0
Rwanda,RWA,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,10.0
Rwanda,RWA,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,70.0
Rwanda,RWA,cultural_anthropologist,D4,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Rwanda,RWA,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,9,15.0
Rwanda,RWA,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,8,22.0
Rwanda,RWA,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,8,72.0
Rwanda,RWA,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,7,60.0
Rwanda,RWA,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,5,26.0
Rwanda,RWA,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,22.0
Rwanda,RWA,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,4,82.0
Rwanda,RWA,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,70.0
Sudan,SDN,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,2,80.0
Sudan,SDN,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,30.0
Sudan,SDN,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,2,70.0
Sudan,SDN,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,50.0
Sudan,SDN,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,11,12.0
Sudan,SDN,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.74,9,30.0
Sudan,SDN,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,8,62.0
Sudan,SDN,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,6,32.0
Sudan,SDN,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,30.0
Sudan,SDN,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,25.0
Sudan,SDN,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,70.0
Sudan,SDN,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,40.0
Somalia,SOM,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,20.0
Somalia,SOM,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,60.0
Somalia,SOM,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,50.0
Somalia,SOM,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,3,55.0
Somalia,SOM,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.87,11,12.0
Somalia,SOM,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,7,62.0
Somalia,SOM,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,8,38.0
Somalia,SOM,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.58,7,55.0
Somalia,SOM,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,25.0
Somalia,SOM,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,70.0
Somalia,SOM,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,25.0
Somalia,SOM,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,65.0
South Sudan,SSD,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,20.0
South Sudan,SSD,cultural_anthropologist,D2,ABSTAINED,I found no direct ethnographic evidence distinguishing emotional freedom or suppression (Expression) in everyday practice; hence abstaining.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
South Sudan,SSD,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,60.0
South Sudan,SSD,cultural_anthropologist,D4,ABSTAINED,"There is insufficient ethnographic evidence regarding cultural emphasis on achievement vs. harmony or quality of life, so abstaining.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
South Sudan,SSD,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,10,12.0
South Sudan,SSD,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.74,9,28.0
South Sudan,SSD,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,10,35.0
South Sudan,SSD,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.73,6,22.0
South Sudan,SSD,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,40.0
South Sudan,SSD,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,2,70.0
South Sudan,SSD,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,20.0
South Sudan,SSD,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,60.0
Chad,TCD,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,30.0
Chad,TCD,cultural_anthropologist,D2,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Chad,TCD,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,2,70.0
Chad,TCD,cultural_anthropologist,D4,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Chad,TCD,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,9,12.0
Chad,TCD,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,7,42.0
Chad,TCD,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,6,35.0
Chad,TCD,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,5,28.0
Chad,TCD,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.9,4,20.0
Chad,TCD,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,40.0
Chad,TCD,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,60.0
Chad,TCD,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,30.0
Togo,TGO,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,25.0
Togo,TGO,cultural_anthropologist,D2,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Togo,TGO,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,2,35.0
Togo,TGO,cultural_anthropologist,D4,ABSTAINED,Abstained: no citable evidence for this dimension.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Togo,TGO,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,10,12.0
Togo,TGO,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,8,30.0
Togo,TGO,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,8,32.0
Togo,TGO,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,7,45.0
Togo,TGO,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,25.0
Togo,TGO,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,55.0
Togo,TGO,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,60.0
Togo,TGO,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,45.0
Turkmenistan,TKM,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,30.0
Turkmenistan,TKM,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,25.0
Turkmenistan,TKM,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,3,80.0
Turkmenistan,TKM,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,40.0
Turkmenistan,TKM,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,11,12.0
Turkmenistan,TKM,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.84,8,14.0
Turkmenistan,TKM,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.76,8,85.0
Turkmenistan,TKM,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,5,35.0
Turkmenistan,TKM,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,2,18.0
Turkmenistan,TKM,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,12.0
Turkmenistan,TKM,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,2,82.0
Turkmenistan,TKM,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,2,35.0
Antigua and Barbuda,ATG,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,40.0
Antigua and Barbuda,ATG,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.4,2,50.0
Antigua and Barbuda,ATG,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,30.0
Antigua and Barbuda,ATG,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,35.0
Antigua and Barbuda,ATG,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,10,32.0
Antigua and Barbuda,ATG,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,8,74.0
Antigua and Barbuda,ATG,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,8,44.0
Antigua and Barbuda,ATG,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,7,42.0
Antigua and Barbuda,ATG,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,61.0
Antigua and Barbuda,ATG,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,4,55.0
Antigua and Barbuda,ATG,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,35.0
Antigua and Barbuda,ATG,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,3,42.0
Bahrain,BHR,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,20.0
Bahrain,BHR,cultural_anthropologist,D2,ABSTAINED,No ethnographic or field‑based evidence on emotional openness versus restraint was found specific to Bahrain’s lived everyday expression of emotion. School‑level or survey data on emotional display patterns remains unavailable.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.3,0,
Bahrain,BHR,cultural_anthropologist,D3,ABSTAINED,"There is no concrete evidence from ethnographies or lived‑experience studies about norms around rules, structure, ambiguity avoidance, punctuality, or the psychological preference for order in daily Bahraini life. Governance quality or institutional strength cannot be used.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.3,0,
Bahrain,BHR,cultural_anthropologist,D4,ABSTAINED,"No field studies or ethnographic sources were found that specifically address whether Bahraini culture values achievement, competition, performance (Drive high) versus harmony and acceptance (Drive low).",ABSTAINED_INSUFFICIENT_EVIDENCE,0.3,0,
Bahrain,BHR,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,9,18.0
Bahrain,BHR,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,7,32.0
Bahrain,BHR,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.73,7,72.0
Bahrain,BHR,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,7,52.0
Bahrain,BHR,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,65.0
Bahrain,BHR,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,40.0
Bahrain,BHR,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,80.0
Bahrain,BHR,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,70.0
Barbados,BRB,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,40.0
Barbados,BRB,cultural_anthropologist,D2,ABSTAINED,Insufficient ethnographic evidence about the freedom of emotional expression or hierarchical suppression in Barbados to support a reliable score for Expression.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Barbados,BRB,cultural_anthropologist,D3,ABSTAINED,"No direct evidence about norms around rules, order, predictability or ambiguity avoidance in Barbados was identified; abstaining.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Barbados,BRB,cultural_anthropologist,D4,ABSTAINED,Lack of specific evidence addressing achievement-orientation vs harmony/relationships in lived Barbadian culture; abstaining.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Barbados,BRB,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,9,45.0
Barbados,BRB,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,8,58.0
Barbados,BRB,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,8,60.0
Barbados,BRB,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.67,7,42.0
Barbados,BRB,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,46.0
Barbados,BRB,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,4,55.0
Barbados,BRB,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,5,70.0
Barbados,BRB,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,4,60.0
Congo (Brazzaville),COG,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,20.0
Congo (Brazzaville),COG,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,40.0
Congo (Brazzaville),COG,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,70.0
Congo (Brazzaville),COG,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,50.0
Congo (Brazzaville),COG,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.78,8,18.0
Congo (Brazzaville),COG,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.71,7,72.0
Congo (Brazzaville),COG,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,6,28.0
Congo (Brazzaville),COG,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,6,55.0
Congo (Brazzaville),COG,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,35.0
Congo (Brazzaville),COG,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,60.0
Congo (Brazzaville),COG,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,40.0
Congo (Brazzaville),COG,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,45.0
Comoros,COM,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,20.0
Comoros,COM,cultural_anthropologist,D2,ABSTAINED,Insufficient ethnographic evidence found concerning emotional expressiveness or hierarchical suppression of expression in Comoros.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.2,0,
Comoros,COM,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,60.0
Comoros,COM,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,30.0
Comoros,COM,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.77,10,18.0
Comoros,COM,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,8,32.0
Comoros,COM,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,9,68.0
Comoros,COM,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,8,52.0
Comoros,COM,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,25.0
Comoros,COM,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,30.0
Comoros,COM,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,60.0
Comoros,COM,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,40.0
Dominica,DMA,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,30.0
Dominica,DMA,cultural_anthropologist,D2,ABSTAINED,No ethnographic evidence found specifically addressing freedom of emotional expression or hierarchical suppression across social contexts to assess openness vs restraint.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Dominica,DMA,cultural_anthropologist,D3,ABSTAINED,"No direct ethnographic or lived‐experience data on norms around rule‐following, planning, or ambiguity tolerance were located.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Dominica,DMA,cultural_anthropologist,D4,ABSTAINED,"Absent evidence on achievement orientation vs relational harmony as cultural drivers in Dominica; existing literature focuses on kinship, identity, resilience rather than performance/competition.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Dominica,DMA,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,11,28.0
Dominica,DMA,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,9,70.0
Dominica,DMA,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.55,8,48.0
Dominica,DMA,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,6,42.0
Dominica,DMA,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,35.0
Dominica,DMA,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,40.0
Dominica,DMA,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,4,55.0
Dominica,DMA,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,4,45.0
Micronesia (Fed. States),FSM,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,3,30.0
Micronesia (Fed. States),FSM,cultural_anthropologist,D2,ABSTAINED,"I found no direct, reliable ethnographic evidence about emotional expression openness or hierarchical suppression relevant to FSM.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Micronesia (Fed. States),FSM,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,70.0
Micronesia (Fed. States),FSM,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,2,25.0
Micronesia (Fed. States),FSM,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,10,10.0
Micronesia (Fed. States),FSM,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,8,16.0
Micronesia (Fed. States),FSM,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.71,9,62.0
Micronesia (Fed. States),FSM,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.83,7,18.0
Micronesia (Fed. States),FSM,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,2,35.0
Micronesia (Fed. States),FSM,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,30.0
Micronesia (Fed. States),FSM,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,70.0
Micronesia (Fed. States),FSM,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,2,20.0
Grenada,GRD,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.75,3,40.0
Grenada,GRD,cultural_anthropologist,D2,ABSTAINED,No sufficient ethnographic or lived‑experience data found on freedom of emotional expression or suppression in Grenada to assess Expression.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Grenada,GRD,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,60.0
Grenada,GRD,cultural_anthropologist,D4,ABSTAINED,"Insufficient evidence regarding achievement‑orientation vs harmony‑orientation in lived practice; data on competition, striving or performance culture lacking.",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Grenada,GRD,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,8,25.0
Grenada,GRD,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,7,72.0
Grenada,GRD,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,6,42.0
Grenada,GRD,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,6,40.0
Grenada,GRD,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,6,65.0
Grenada,GRD,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,75.0
Grenada,GRD,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.65,5,45.0
Grenada,GRD,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,5,55.0
Kiribati,KIR,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,20.0
Kiribati,KIR,cultural_anthropologist,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,50.0
Kiribati,KIR,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,70.0
Kiribati,KIR,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,1,30.0
Kiribati,KIR,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.88,10,8.0
Kiribati,KIR,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,7,28.0
Kiribati,KIR,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,7,42.0
Kiribati,KIR,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.82,7,12.0
Kiribati,KIR,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.85,4,25.0
Kiribati,KIR,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,15.0
Kiribati,KIR,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,70.0
Kiribati,KIR,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,20.0
Saint Kitts and Nevis,KNA,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,3,30.0
Saint Kitts and Nevis,KNA,cultural_anthropologist,D2,ABSTAINED,No ethnographic evidence located regarding emotional openness vs restraint or structural freedom of expression among Kittitians/Nevisians.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Saint Kitts and Nevis,KNA,cultural_anthropologist,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,2,60.0
Saint Kitts and Nevis,KNA,cultural_anthropologist,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.5,1,40.0
Saint Kitts and Nevis,KNA,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,11,38.0
Saint Kitts and Nevis,KNA,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.58,9,54.0
Saint Kitts and Nevis,KNA,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.64,9,63.0
Saint Kitts and Nevis,KNA,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.57,7,41.0
Saint Kitts and Nevis,KNA,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,3,20.0
Saint Kitts and Nevis,KNA,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,65.0
Saint Kitts and Nevis,KNA,historical_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,45.0
Saint Kitts and Nevis,KNA,historical_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,55.0
Saint Lucia,LCA,cultural_anthropologist,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.6,2,40.0
Saint Lucia,LCA,cultural_anthropologist,D2,ABSTAINED,No ethnographic or field‑based evidence available specific to emotional openness or suppression in Saint Lucian everyday life.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Saint Lucia,LCA,cultural_anthropologist,D3,ABSTAINED,"No available evidence on everyday rule‑orientation, uncertainty avoidance, or daily predictability in Saint Lucia as lived practice (rather than institutional governance).",ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Saint Lucia,LCA,cultural_anthropologist,D4,ABSTAINED,No direct ethnographic data on drive—achievement versus harmony—in lived experience in Saint Lucia was found.,ABSTAINED_INSUFFICIENT_EVIDENCE,0.0,0,
Saint Lucia,LCA,institutional_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.72,9,22.0
Saint Lucia,LCA,institutional_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.68,8,70.0
Saint Lucia,LCA,institutional_analyst,D3,CONTRIBUTED,Evidence-backed recommendation provided.,,0.62,7,38.0
Saint Lucia,LCA,institutional_analyst,D4,CONTRIBUTED,Evidence-backed recommendation provided.,,0.63,6,38.0
Saint Lucia,LCA,historical_analyst,D1,CONTRIBUTED,Evidence-backed recommendation provided.,,0.8,4,85.0
Saint Lucia,LCA,historical_analyst,D2,CONTRIBUTED,Evidence-backed recommendation provided.,,0.7,3,65.0
